path	bytes	sha256
Incluir/Rafaelia_Execucao_Kit_V2_ABNT_Resultados_Artigos.zip	1622102	7e602fb93bb4b09c83ddacd8ba134d5e41a9640f160e6e2c31f6bb34e9785bd1
Incluir/Rafaeltesesmd.md	8929	ca5f7002251c81ed5f5ea8eff73aceea8b7f4c0af423307921fb90f9d4b7e93b
Incluir/Readme.md	1791	455bdb337591a52cafdc143eecec1e29c8f977862c46ecb67b0fd392b14f7586
Incluir/Texto colado.txt	17915	3b0a0246c9fa5749c71a4cd5e806720bacd2336980872caf51e330520c96cb40
Incluir/UNIFIED_INVARIANT_SPEC.md	2733	7a5a5edc7c39dcb10aa4398ef0d5a3f933ad0bfa9726302d3bad8c5053a42cbd
Incluir/_VECTRAS_REPOSITORY_OVERVIEW.md	4285	ad752026aedebfd354ee2d6420cf533487ac61764b1f232cad029f9a91792866
Incluir/arm32_nanogpt_c_asm_sem_dependencias.zip	129793	e9b515453699838324071d6ca6271bef6787eea3f963b750ed2c100cf7c84a57
Incluir/fit_coherence_C.png	98021	4853f890487fcd484db1be1af782467663cf6122c6a8df9f4024371653020cda
Incluir/fit_timeseries_S.png	106931	d4d08d9962a2d16bc07a4991e365862092432e00e2d452a2e9f39111d409755b
Incluir/glmm_em_zip.zip	99166	7f3f61e3b08f356c612cd186badc45ea01f9b3c854b8bdac524bdc3ae45037dc
Incluir/matrix_ops (1).py	40349	928d0fcc141088d5054f539bec313eaf239ec512c286a6ac50befe0316bcf416
Incluir/matrix_ops.py	40349	928d0fcc141088d5054f539bec313eaf239ec512c286a6ac50befe0316bcf416
Incluir/modelo_dinamico_pacote.zip	479132	e610ad9b8881c08d3045c1b0ccf693ef004180ddce377f204b379436ef4047f8
Incluir/pacote_1_2_3_malha_simbiotica.zip	34898	95d8222384c5a114802d44097de829a8797a32fb6f46eb4621654fc88123adf9
Incluir/pacote_submissao_abnt_modelo_dinamico.zip	1111368	b1cd334da8b738fe0592d45df43bdbf69cc33ba66df7c195b7936fb045b5e20b
Incluir/pacote_submissao_abnt_modelo_dinamico_novo (1).zip	1111368	b1cd334da8b738fe0592d45df43bdbf69cc33ba66df7c195b7936fb045b5e20b
Incluir/pacote_submissao_abnt_modelo_dinamico_novo (2).zip	1111368	b1cd334da8b738fe0592d45df43bdbf69cc33ba66df7c195b7936fb045b5e20b
Incluir/pacote_submissao_abnt_modelo_dinamico_novo.zip	1111368	b1cd334da8b738fe0592d45df43bdbf69cc33ba66df7c195b7936fb045b5e20b
Incluir/rafaelia_anterioridade_pack.zip	9042	e467b4e334975dbd1f75f0873237ba5771ab867c1ad6d2e7c28b4948c6715bd1
Incluir/rafaelia_rigor_pipeline.py	22480	36e5a719f7c579c678e9fb16a7e3a0b08714d4b8fd607227a0346566f4045c01
Incluir/regime_map_alpha_lambda.png	64409	df80282006ccab19a2e8933e5986a873318b91690968d472e6576aefb39cdbd1
Incluir/repo_audit_and_plan.py	3591	5048d4f1db7b3989c0af2a64fd4fecd628f86366b9343467f73f66d4ca2a9e0f
Incluir/report.md	7494	86cd9ab77b607269ec29d0dcadc8abd2382ef936be05fab5b3a605e351bcb49c
Incluir/sensitivity_mean_S.png	54004	5adbbd05ebad337fba2a2aa7428d5e56d93963c2953b42f1733a7885cbc896b1
Incluir/sessao_completa_possibilidades_e_matematica.md	24082	e699255595e24dc32c43d93139df51ea72c60e478723b86a651f1a3461d24bb7
Incluir/sistema_minimo_invariantes (1).md	6954	dce4e7ed221d9a2d010825e52cf305982cd9d4b7ea63bf1d343a80293a3d5d43
Incluir/sistema_minimo_invariantes (1).xlsx	18409	dadff811cde380a1df151c317b43e6f28a9b8493ff4fc38ba0d5de87c21a25f5
Incluir/sistema_minimo_invariantes.md	4396	4d8114cb14e57c4ab14bf869419467cbe30355f0c4ca8954f19422f963295185
Incluir/sistema_minimo_invariantes.xlsx	15789	6b8e71dd6cd03221cd833deafce6f714027cc07ebc2a0c2d2a17e9f1c1c6a857
Incluir/submissao_modelo_dinamico_abnt (1).zip	3937436	3f10b2347868b3282538f23a71525af3e3536c75445ca8c21a42dd639a9fb7b6
Incluir/submissao_modelo_dinamico_abnt.zip	3937436	3f10b2347868b3282538f23a71525af3e3536c75445ca8c21a42dd639a9fb7b6
Incluir/t7_invariant_engine.py	4858	0a41e5bca345ba7fb14a4f325ab48777217db2941d30e410b17aa99b9052f158
Incluir/termux-app-rafacodephi-master.zip	2259663	c43582c273d95793eae1c550d6ce89fd6b9c597d342889e412d20a65b438585d
Incluir/test_repo_audit_and_plan.py	376	b1994a6a5a0936a1a0060737c95a8109d725f6f886fca90383c25032b30ff51f
Incluir/test_t7_invariant_engine.py	1258	c5f15acc27972994aaf9c3f3bf8d2bc76fb56dce6f2ef23a2936c7619e90e91c
Incluir/tinygpt_c_asm_like_nanogpt_src.zip	453508	c33a128eda59bb3abaeb4fa6a0117f7005663d1f0349cd63dd431bcf0c47c264
Incluir/tres_md_malha_simbiotica.zip	15091	6c36e4bbf3ab4c7bffc408f39a6aebb8c42c5b9dc8a4d8fd2be552e41a60040a
Incluir/tue_apr_21_2026_comprehensive_documentation_for_vectras_vm_android.json	392786	af41ac19719530a57eb4bfb895c200c3cda6b803d60276c2c4b865dd97f9289c
Incluir/tue_apr_21_2026_repository_analysis_and_bug_report_summary.md	23765	308669d158fbb12c6615d4ddf10920dc8b5ee4a8367157cdb0564787a8fdd323
Incluir/vectras_bbs.c	23090	85de3bade8ee20e1e08fa3ae7303fea1e4e3145a1de20a52ed3b7dbcc89989eb
__DELTA__/CMAKE_ANDROID_SNIPPET.txt	42	4c3a6bf823d06f5c6e2dfc7ccbdbddda03767ef63809dd51380c1ad9c4a8e4ab
__DELTA__/CMAKE_ROOT_SNIPPET.txt	28	c894f84ba49906c48d37b08abee77e3c92f0e5b0be7f08f6fe26de6759eb8f56
__DELTA__/PATCH_NOTES.md	802	0fd5ca077bb9fedf87acbe06b5e621017e345094ccabd4d19696c06aadf07d61
__DELTA__/rrrrr	11435	a1e8daaf6e3e9c94129eb5003cd7a46ece3d2e28540b527f122ad37846f46b19
_incoming/INTEGRATION_EVIDENCE.md	3299	82c86406df01fb319008bd534a8ebd7461c2e7359978648c8d805749bdcd3342
_incoming/README.md	3705	198b5d777e2c382e161fc19df0c06af80c331e039657a1f2e2f32a662e6c3183
_incoming/pending/Android_nomalloc.mk	1865	5617e606cb3eee6024a4f58493b3cc1b4f3bb271f1f6c639826c8be5433c6e1b
_incoming/pending/Application.mk	498	aec3e695108d5544ad8da0861e95254a103a8cf7dc880f2993c0ba9a813ed264
_incoming/pending/RAFAELIA_MATH_FORMULAS.md	6789	5d26330570150cbabdc952e73943070d3c01b04c9198279c201e286fd27ee351
_incoming/pending/RafaeliaCore.java	4836	154a42ea8827d324a65859a15699b01f46db8afeaa857c68c0f90f68974d790d
_incoming/pending/baremetal_nomalloc.c	25208	f201eec45dc893a931557d3fdbb6e050aef477f26bac4b67f552ff6f9ef89406
_incoming/pending/baremetal_nomalloc.h	5536	037fa577d85e5f6ceeba9a9cedc2b4aad6d53a937bee1f1cb93b58cdff9f4cc3
_incoming/pending/bitraf64_prototype_Version4.py	3363	9c1f499770062c0840f92c5638abbdb5dd33d189a242cd2c0a3041f88c6c3337
_incoming/pending/bitstack.c	1813	11c1e10512f9f9d57972d0dc51e7fd1fc5c3ff95b46206a64dfa11d3414c9a86
_incoming/pending/bitstack.h	809	be092595f1563a43352321cca4f392e662cdf41ec01428b42e50267c1f80a125
_incoming/pending/build_all.sh	2270	ba5126f99ccae80078be9b27e4dba4c6e64ce9931d4bcb048c59b02748ae76cc
_incoming/pending/diagnose.sh	10867	8be3749a0350903295e11713d06bb6aad528a1dc99e33253774990cec7bd9c13
_incoming/pending/diagnose_termux.sh	3830	acfda8096fe7d40032b650e13436b5731a92affda6ffa3f717e663174dcf2c88
_incoming/pending/hyperforms.json	3499	fd629f62896adacba67c5a14db0ef6ea029a197b1e2c68994ccc293d85f8c37c
_incoming/pending/r.S	1826	2bb88d1f17a3e1747edeba7f2399162dff37a7d9e208a6775a7e391bedaddc03
_incoming/pending/raf_asm_b1.S	4113	b3f35973c9fbd6e5441369f9305b37313f3ad61671f25db3e7caacd9815d2138
_incoming/pending/rafaelia_10x10.S	1538	cd467ad845f478a725b7203fc66ae4e6faebbfa255568508e6be112d8999235d
_incoming/pending/rafaelia_7d.S	1210	78c40d4a638b266c172d9080dbe1d70fc6b44de3f45ff400cd4c2e46f199fc68
_incoming/pending/rafaelia_7d_gyro.S	1233	4b1fabfbadc50e4a5f1cde2133ecf711ded841821050147b815992f1e20a39b4
_incoming/pending/rafaelia_7d_shapes.S	1266	5c4d97d42f81d4f7de9cd3ddb391015b52902b54a7b38ef595b09113b7bf3e03
_incoming/pending/rafaelia_8way.S	1011	3b2b908d7497c2a47bfdc6931c42e9201842aa073360600dd684491142d380dd
_incoming/pending/rafaelia_936_fast.S	1271	fe95eab4c8af5aace91acab19482c6cf6aad25bc7dc76e99ebb41b838409987c
_incoming/pending/rafaelia_999_logsin.S	1247	c3b60a922298e10e35d5c34a339b75716e25eae463fc27edfff7ff0ff5b5ab64
_incoming/pending/rafaelia_abs.S	1499	aeb49a18093415fa8e45852bdf1d26c58984a3a33f3a4bd1219bab500bb9dc20
_incoming/pending/rafaelia_arena.h	2133	2b9ff20c75dabc07d43cb6b8402cd914a7126e44a9092ef354b31a3f1c55a74c
_incoming/pending/rafaelia_avalanche.S	1444	74b3503698673e54aedf9e6f61730096e68adaa99a333904773ecaf49631c6df
_incoming/pending/rafaelia_avalanche_v2.S	1310	45a8a0a2b70a47197f252f804b4ace6c0eaf643fff936162b89984e1ec421089
_incoming/pending/rafaelia_b1.S	15252	1803bfd9850e68dc15e87d98942d256a69ab94a8d07ab21d8ebadd103bdf9d15
_incoming/pending/rafaelia_b2.S	9331	420dd863be80b674d6067dfe20216762bbd57b98ae086c34cab66d67e7efd6b6
_incoming/pending/rafaelia_b3.S	8848	6e7f3bd15d1f6b74b3010f27e2ff23caeec55e317b2f13f2f388a304e488903d
_incoming/pending/rafaelia_b4.S	11403	8c4aa84abe422c75ae5c28449a19a84a6bbf16b54be588ea1a34d2125883664b
_incoming/pending/rafaelia_b5.S	28713	8fe8dd363c07adda04b359a8b833c62e804f8c23b12021374763ba29ae7bdffe
_incoming/pending/rafaelia_b6.S	17030	3c16f47c0fbdbe50cf59d18a4c5191921dc0bea89c97aac056e186314162334b
_incoming/pending/rafaelia_b7.S	18557	06288c8fb552632391b78a3690f3064cad6d5a1060550640e7186bd05f535c99
_incoming/pending/rafaelia_b8.S	13499	6faf804ad751d76eb15391d7b70656299b8c90fbb5611bbc86bb21e071ec6f5d
_incoming/pending/rafaelia_bench_phi.S	1461	24708b720e151bb8951acc1acf08d626f56cf058d2fb404d4d3e6fd50f4b1b19
_incoming/pending/rafaelia_bitraf.c	9357	680a13b82ca824dad933dd32be14f30a44f6bb53cf4cd41933aabea48dcaacf5
_incoming/pending/rafaelia_central_link.S	1308	ff8ff59525b78819bcaf8c3fc2ea0a1573114069145627996125c460c0effcdb
_incoming/pending/rafaelia_chrono.S	1221	8c2c3101b28b8e2d102a179ee29e9522b6eaab3e0f26955432f641f56de4ebbe
_incoming/pending/rafaelia_concepts_refactor.c	5862	b356edb69ee4a99da371133f0665322d8be4bdf74d476b0c02eb5ce16a08b326
_incoming/pending/rafaelia_core.c	14758	144524c99ceec819bb8ef08783f37a4bf76aa9c33201f5616769087ca6078cc4
_incoming/pending/rafaelia_decision.S	1142	a2c9609b0c732ef7ddf071ee435880016a9c06af4868d037670294717c2fdfae
_incoming/pending/rafaelia_delta.S	1589	6520f4bb2c8b241adbc1851c568c559d97bdf518c436900ebbdfeea86df52931
_incoming/pending/rafaelia_equitas.S	1482	c221cb2bf45817af6aecd77f25d61cb12bda4ddfccf0f72a57635250ae3193ae
_incoming/pending/rafaelia_final.S	1263	292daa39c88418985cf4272b3c81f0a1f6ebe181043bdf927977ab446b83c9eb
_incoming/pending/rafaelia_final_bench.S	1340	474e0b5d31e9e75ddec06316f2f47fdbef630b54d50a2de2851ead3d7e3cd956
_incoming/pending/rafaelia_final_seal.S	1194	39a471206aa4cd687aa2606e94327e5485e9919990ebb9cb63c296e5283ffeca
_incoming/pending/rafaelia_fix.S	1249	e72f53f7906fe283190c0bb0063bf643c54cffd8a72c965d1610e7e7b68dfef6
_incoming/pending/rafaelia_flash.S	1113	63d70da847b120c19d64b86033dd1b79a8ad3b908775b43813dbdaa4a39d1d59
_incoming/pending/rafaelia_flops.S	1221	c69c16f0184c0c75a7fc81bf309f6e053edccdc4347f620b8a616656483d2228
_incoming/pending/rafaelia_fractal.S	1157	3e7473c9de0d74184af212e3dff2d001a36a7e26791a5f3ecf1846f555243a98
_incoming/pending/rafaelia_glue.c	18706	9c77ae021cb7a517cfc1a65a38bdabeb99587c1e79b1f8a6d708c3636b8ee949
_incoming/pending/rafaelia_gpu_mid.c	7446	66e21515792b855f3e19398f6b17c978d924154da52cb49d0cbd752bcea799dc
_incoming/pending/rafaelia_gpu_mid.h	1869	a90e632e458ca88461f53c48fef599412c1fbb9a509988c8fafe44698dad8d00
_incoming/pending/rafaelia_hold.S	1182	4327c08a786095ac472b5c91df6490c1cb4fa601628f976c97277c5f172b56e3
_incoming/pending/rafaelia_hw_sync.S	1132	6f19a0767c6fc6c4275151b0f90b019f1a3a6d18879ae045ea249620163119a2
_incoming/pending/rafaelia_integrity.S	1283	abe03defd3f1a4b697f5c579d3ab9ccf4d2f2526df9dba2a6da9bb5b637aa2ff
_incoming/pending/rafaelia_invasion.S	1216	973b85b45062d6b9a856aa3e46df2771a893dd672a6419cbd2155429f2af6e2b
_incoming/pending/rafaelia_jni_direct.c	11138	cc829d6c38ed1548ffc14cb897c0f6ea532872d4830c4a881ac6738c405f765f
_incoming/pending/rafaelia_l2.S	932	c2bff3ba19856be6601f2e0b87745eb7c4d4c67dc2083c3245dd6d563037d2ae
_incoming/pending/rafaelia_life.S	1675	dea0d0ea1db437e0b100c32a2459e334bb8fcc0a03f944b80fcbc0acff1f53ff
_incoming/pending/rafaelia_master.sh	45802	bc47b48f76cbc07eff6bb4911ac9bad3af251bccd0689210222c45ca9d327fba
_incoming/pending/rafaelia_next.S	1249	10540e0e5426c028a68a69c4130317d7deba08a9bff945a57e5c3c914b4dec07
_incoming/pending/rafaelia_orchestrator.c	32435	fd17c9a1319fcab1ebe1cc7c70721c4546e8a106db51f1978989b621322ee387
_incoming/pending/rafaelia_pilar.S	1634	a8f12d635ab7814f5f30c7cb76ddf4850c892e0dca1daf0e7b6e8c310a6aa9bd
_incoming/pending/rafaelia_prime.S	1350	3ef8ca7f10e559eeb1900ff4006ea35f8b7ceaeda9d7973f7f50fff3f3099f77
_incoming/pending/rafaelia_prob.S	1225	c722bdfa70d04a99753a57ec3dd13f98ec08c2f514165e9954795804f486f55e
_incoming/pending/rafaelia_pure_asm.c	2311	a344eaae228e6694a9c8b99b451e183b914f6ac27ae8d018556c79dcc71c8a32
_incoming/pending/rafaelia_sigma_omega.c	13714	2f522bbcff8ad7b8886825e8e0cfe61d053ec79294b735800fb51d5756a42527
_incoming/pending/rafaelia_sin_log.S	1210	77b681f764aa06ac25489f63b71d5b6e61eec014f170b8e63d1962cdad916564
_incoming/pending/rafaelia_stabile.S	1365	db2b456a91e94a627b3b0e90c9e98e45f68fed65051f68b054abdc8f8c749cca
_incoming/pending/rafaelia_toro.S	990	09dd246fa96fdd06aec085c6b7a0100ffc29ab34c2888ebb5dfd07de1cac39dc
_incoming/pending/rafaelia_torus.S	1525	f55b4d649bddac386005d8ad81517668467138745b87eda99ad267e85e32f14a
_incoming/pending/rafaelia_ttl	410520	d2878624ed8b327a4308f3d8a805859cb13ab06a39be0f1f0c4ba5a48c7384ba
_incoming/pending/rafaelia_ttl.S	1052	199ab4c6a863bce4fae0f040d6059a24eb7ecdc6fa914f838ac5765a215b50d9
_incoming/pending/rafaelia_types.h	3381	084646fb57b13232005c3d13b03c96617a6fc0c0b5cf0e24106ee3046f940d61
_incoming/pending/rafaelia_ultra.S	1949	f643e68a538c7a31f1e61cb98471e45ab1eaa849359d4c9493ec1e362425a343
_incoming/pending/rafaelia_vacuo.S	1390	3fe1d834047f21df0b2abc20055a1c2cb281aee75f95bf37af4800701a0d7a9d
_incoming/pending/rafaelia_vacuo_v2.S	1200	eaa91484c816826e6856e592ff2949bbebfb5b7d1b4ff949ac602b42723f29bd
_incoming/pending/rafaelia_vortex.S	1306	b128d7a9a1e5bb53e5acce6af1af5901823c2d0f0d900f9c8c40c55aaca010a8
_incoming/pending/rafaelia_vortex_live.S	1155	f15d0b365dce4c4d042c6650153e1b9d4f3835ed2c6a8ce1e031828e70ff4940
_incoming/pending/rafaelia_vortex_v2.S	1282	e1b232bb62fe9d6fa59b23886e5557e313665f09607024becebff9d62a93c121
_incoming/pending/rmr_final.S	1085	e1564d61294362b3cfd6ef3221a5a7119642188ab99dae770654c08c00cf01db
_incoming/pending/rmr_hidden.S	1134	2d885cb8cd939eadb0bdbb1ef3e1a1c29b2546ea2ecac2de963147049cd531ee
_incoming/pending/rmr_matrix.S	1170	0aa0da47fc895781dcf85cbdd28c8a37542cb61e51b51c97f69119aade5461e4
_incoming/pending/rmr_nihil.S	1871	2a0bcfc25d8442a53500a8bced95071fd2d160fd7baf363d81b0a133e9ea4048
_incoming/pending/rmr_persist.S	1328	02abf5f398781b58a320916cc65a2cfe96717b7ec12e0e1f09257fa0e874a497
_incoming/pending/rmr_spiral.S	1155	5243f3b186c25fb2c1f64b54229d323f3e3c9ad48cb341f8a81b3ff0fbf7c8ad
_incoming/pending/rmr_test.c	6433	c41210b7c459536a9ddd3fbfad6dd741d4922a8b1999159e09dc802e2a67d340
_incoming/pending/termux_arm32_build.sh	37341	50ee313efbf33be3928e3776ab8b10b27cc085923b515e6dbed58543ee51dd48
_incoming/rafaelia_arm.c	1726	9c05385241a59b1abf04eeca5dcbb3f2203a6f8250c3fb9d9c69b9b6c12d3b73
_incoming/rafaelia_arm32.c	1229	9a38696c118fe1ae2bfd42eadac550830589bdfacf2d162a8ee7823416362b8d
_incoming/rafaelia_bare.c	2319	f77991c11e8b12e0fc469d9d718e8dddb9adeef11cd87d653b55c70aff1ffbc6
_incoming/rafaelia_clock.c	1837	723c05d83f4b95c1b8003a536b55ecd9a53ac817155635658e5835dbef847af6
_incoming/rafaelia_clock_fix.c	1705	5047d905f7887f811b8fccf5ee406b1101a636c951937ebcffa9d7ece96da994
_incoming/rafaelia_flow.c	2123	207294062cc4a16ae5431221a2caaf869079cfc45dd5c3650956635973ed845b
_incoming/rafaelia_lowlevel.c	2550	213d7bfd97d54880983b19a5a17e7d0656d8e7f73769c3eb1aaa64d061851de3
_incoming/rafaelia_ultra.c	1543	34e10384ccb8a38e77035e785881d96bbf374e93f97548aa4d50a2bb7d954341
_incoming/termux.c	9164	3cd97556bf07fe23df0f81fa2039cbdbb721cb2516c08c12a4149e93ee58a6ec
